3	0	1
3	1	1
3	2	1
3	3	0
3	4	0
3	5	0
3	6	0
3	7	1
3	8	1
3	9	1
3	10	1
3	11	1
3	12	1
3	13	1
3	14	1
3	15	1
3	16	1
3	17	1
3	18	1
3	19	1
3	20	1
3	21	1
3	22	1
3	23	1
3	24	1
3	25	1
3	26	1
3	27	1
3	28	1
3	29	1
3	30	1
3	31	1
3	32	1
3	33	1
3	34	1
3	35	1
3	36	1
3	37	1
3	38	1
3	39	1
3	40	1
3	41	0
3	42	0
3	43	1
3	44	1
3	45	1
3	46	1
3	47	1
3	48	1
3	49	1
3	50	1
3	51	1
3	52	1
3	53	1
3	54	1
3	55	1
3	56	1
3	57	1
3	58	1
3	59	1
3	60	1
3	61	1
3	62	1
3	63	1
3	64	1
3	65	1
3	66	1
3	67	1
3	68	1
3	69	1
3	70	0
3	71	1
3	72	1
3	73	1
3	74	0
3	75	0
3	76	0
3	77	0
3	78	0
3	79	0
3	80	1
3	81	0
3	82	0
3	83	0
3	84	0
3	85	1
3	86	0
3	87	0
3	88	0
3	89	0
3	90	1
3	91	1
3	92	1
3	93	1
3	94	1
3	95	1
3	96	1
3	97	1
3	98	1
3	99	1
3	100	1
3	101	1
3	102	1
3	103	1
3	104	1
3	105	1
3	106	1
3	107	1
3	108	1
3	109	1
3	110	1
3	111	1
3	112	1
3	113	1
3	114	1
3	115	1
3	116	1
3	117	1
3	118	1
3	119	1
3	120	1
3	121	1
3	122	1
3	123	1
3	124	1
3	125	1
3	126	1
3	127	0
3	128	0
3	129	1
3	130	1
3	131	1
3	132	0
3	133	0
3	134	1
3	135	1
3	136	1
3	137	1
3	138	0
3	139	0
3	140	1
3	141	1
3	142	1
3	143	1
3	144	1
3	145	1
3	146	1
3	147	1
3	148	1
3	149	0
3	150	1
3	151	1
3	152	1
3	153	1
3	154	1
3	155	1
3	156	1
3	157	1
3	158	1
3	159	1
3	160	1
3	161	1
3	162	1
3	163	0
3	164	0
3	165	0
3	166	0
3	167	0
3	168	0
3	169	1
3	170	1
3	171	1
3	172	1
3	173	0
3	174	0
3	175	1
3	176	1
3	177	1
3	178	0
3	179	1
3	180	0
3	181	0
3	182	1
3	183	1
3	184	0
3	185	0
3	186	0
3	187	0
3	188	1
3	189	0
3	190	0
3	191	0
3	192	1
3	193	1
3	194	1
3	195	1
